SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
530755,CORAL NEWSPR,XT,Q,3.61,3.61,3.61,3.61,3.61,3.80,11,3467,12515.00,
530759,STERL.TOOLS ,B ,Q,222.00,222.00,205.00,207.20,209.60,217.35,430,4262,912613.00,
530765,DEVKI LEAS. ,X ,Q,1.38,1.38,1.38,1.38,1.38,1.32,1,1000,1380.00,
530789,CEEJAY FINAN,X ,Q,93.80,93.80,88.25,91.95,92.75,89.20,19,832,77054.00,
530797,SHREE GANES.,XT,Q,8.12,8.12,8.12,8.12,8.12,8.54,5,97,787.00,
530803,BHAGIL      ,B ,Q,170.55,170.65,167.00,168.10,168.10,169.35,256,5058,851005.00,
530809,BNR UDYOG   ,X ,Q,10.14,10.14,10.14,10.14,10.14,10.67,8,11260,114176.00,
530813,KRBL LTD.   ,A ,Q,197.70,198.00,190.40,191.30,191.65,194.50,402,18583,3592738.00,
530815,REFNOL RESIN,X ,Q,24.70,27.00,24.70,27.00,27.00,26.00,3,201,4967.00,
530821,SSPDL LTD   ,X ,Q,12.60,13.84,12.60,13.01,13.01,12.66,15,1981,25751.00,
530825,DAIKAFFIL CH,X ,Q,30.00,31.00,29.40,29.40,30.20,30.90,79,10286,302944.00,
530829,CIL SECURITS,X ,Q,11.80,11.98,11.80,11.98,11.98,12.02,7,940,11158.00,
530839,CLIO INFOTEC,X ,Q,1.20,1.20,1.11,1.20,1.20,1.16,11,7238,8303.00,
530843,CUPID LTD   ,B ,Q,220.50,222.95,217.20,217.95,218.15,220.25,387,6744,1480152.00,
530845,SUNSHIELD CH,X ,Q,211.30,226.05,211.30,225.35,226.05,215.30,115,9853,2197675.00,
530853,HIPOLIN LTD.,X ,Q,33.05,33.05,31.00,31.00,31.00,31.50,4,3000,93205.00,
530871,CHEMBOND CHM,B ,Q,184.40,188.00,180.30,186.15,184.00,184.20,145,2795,518601.00,
530879,CIFL        ,X ,Q,141.45,141.45,113.50,138.10,139.50,117.90,164,8352,1139021.00,
530883,SUPER CROP. ,XT,Q,8.60,8.85,8.35,8.67,8.75,8.59,101,12732,109381.00,
530889,ALKA INDIA  ,XT,Q,0.74,0.74,0.74,0.74,0.74,0.73,270,519275,384263.00,
530897,N.G.IND.LTD.,X ,Q,41.15,42.90,38.65,42.50,42.50,39.30,11,708,29575.00,
530909,ERP SOFT SYS,XT,Q,57.80,57.80,57.80,57.80,57.80,60.80,5,195,11271.00,
530919,REMSONS IND.,B ,Q,124.60,125.00,116.50,122.20,119.80,123.05,91,1179,143533.00,
530943,SRI ADHIKARI,T ,Q,1.55,1.55,1.48,1.48,1.48,1.55,15,2853,4231.00,
530951,RAMINFO     ,X ,Q,29.90,29.90,28.55,28.55,28.55,28.35,14,2685,79118.00,
530959,DIANA TEA CO,X ,Q,17.50,17.50,16.35,16.75,16.75,16.90,45,4337,73302.00,
530961,VIKASECO    ,B ,Q,2.76,2.76,2.51,2.55,2.55,2.64,1581,1044136,2742917.00,
530965,INDIAN OIL  ,A ,Q,96.95,97.05,94.60,95.10,95.10,96.50,4078,1099241,104945301.00,
530973,ALFA ICA (I),XT,Q,24.25,24.25,23.35,24.25,24.25,23.10,6,217,5244.00,
530977,SKCIL       ,XT,Q,39.80,39.80,37.05,37.05,37.05,38.75,8,2157,82317.00,
530979,INDIA HOME  ,X ,Q,41.70,44.50,41.00,43.30,43.60,41.25,249,29008,1220539.00,
530991,ROOPA INDUS ,X ,Q,10.55,10.55,10.55,10.55,10.55,10.55,2,300,3165.00,
530997,UNIQUE ORGAN,XT,Q,17.30,17.30,17.30,17.30,17.30,18.20,12,1239,21434.00,
530999,BALAJI AMINE,A ,Q,1667.00,1756.00,1610.00,1641.05,1628.00,1640.80,5971,74165,124422238.00,
531025,VISAGAR FIN ,XT,Q,1.00,1.02,0.99,1.00,1.00,1.00,29,41892,42539.00,
531041,COMPETENT AU,X ,Q,151.90,156.30,143.00,154.85,155.00,144.10,73,3376,517401.00,
531049,NEELKANTH RO,Z ,Q,8.00,8.00,7.74,7.74,7.74,8.01,3,61,472.00,
531051,VINTAGE SECU,X ,Q,5.71,5.71,5.71,5.71,5.71,5.82,3,125,713.00,
531067,CONTIL I LTD,X ,Q,11.90,11.90,11.00,11.00,11.00,11.00,8,560,6298.00,
531069,VIJAY SOLVEX,XT,Q,690.00,700.00,657.00,693.95,693.95,687.90,14,68,46227.00,
531080,SHRI KRISH  ,X ,Q,17.15,17.15,15.60,15.80,15.80,16.35,8,134,2117.00,
531082,ALANKIT     ,B ,Q,17.00,17.00,16.75,16.80,17.00,16.65,74,41049,688977.00,
531083,NIHAR INFO  ,XT,Q,8.76,8.76,8.75,8.76,8.76,8.35,8,7073,61913.00,
531091,UNITED CRED.,X ,Q,13.02,13.02,11.21,11.30,11.21,12.45,10,230,2619.00,
531092,OMINFRAL    ,B ,Q,22.15,24.95,22.15,24.55,24.30,23.20,264,54206,1291178.00,
531109,ISHAN DYES  ,X ,Q,53.60,53.65,52.00,52.20,52.00,52.05,126,22157,1166743.00,
531111,GOTHI PLASCO,P ,Q,20.75,20.80,20.05,20.65,20.65,20.40,13,1700,34950.00,
531112,BALUFORGE   ,X ,Q,196.90,196.90,196.90,196.90,196.90,187.55,1,10,1969.00,
531120,PATEL ENGG. ,A ,Q,14.52,14.60,14.13,14.25,14.16,14.52,125,32458,466175.00,
531126,VIRTUALSOFT.,XT,Q,2.43,2.43,2.43,2.43,2.43,2.39,6,2126,5166.00,
531127,MENAMANI    ,X ,Q,15.50,15.50,15.50,15.50,15.50,14.25,2,2,31.00,
531129,INANI MARBLE,X ,Q,21.60,21.60,19.00,19.10,19.00,20.95,57,22005,433182.00,
531137,GEMSTONE INV,X ,Q,2.25,2.29,2.11,2.14,2.15,2.22,260,94954,203769.00,
531146,MEDICAMEN BI,X ,Q,580.00,593.85,550.00,554.75,560.60,571.40,192,6576,3742099.00,
531147,ALICON      ,B ,Q,422.20,428.50,410.20,411.90,410.30,419.15,170,1325,551664.00,
531153,DILIGENT    ,X ,Q,8.85,8.85,8.68,8.68,8.68,8.85,11,1735,15074.00,
531155,EPSOM PRO   ,X ,Q,6.50,6.50,6.50,6.50,6.50,6.50,2,46,299.00,
531156,ALFAVISON.OV,XT,Q,43.95,43.95,43.95,43.95,43.95,43.95,1,5,219.00,
531158,CATVISION   ,XT,Q,6.44,6.44,5.86,6.44,6.44,6.14,4,361,2121.00,
531161,ABM KNOWLEDG,X ,Q,109.40,112.85,108.00,111.65,111.80,110.95,125,13309,1462685.00,
531162,EMAMI LTD.  ,A ,Q,486.00,487.65,476.00,479.15,479.15,487.85,874,13955,6714227.00,
531163,KEMISTAR    ,X ,Q,42.00,42.20,42.00,42.20,42.20,42.45,9,3368,141829.00,
531169,SKP SECURE. ,X ,Q,57.50,60.60,57.50,60.60,60.60,59.90,6,165,9935.00,
531172,PRANAV.SPIN ,X ,Q,16.25,16.25,13.55,16.25,16.25,14.80,3,977,13243.00,
531173,SYSCHEM (I) ,X ,Q,8.01,8.39,7.91,7.92,7.92,8.20,56,52048,418711.00,
531179,ARMAN FIN   ,A ,Q,731.70,749.85,727.45,729.90,731.00,721.05,157,1048,768684.00,
531192,MIDINFRA    ,XT,Q,1.43,1.43,1.43,1.43,1.43,1.43,1,50,71.00,
531196,GAGAN POLYCO,X ,Q,1.34,1.35,1.34,1.35,1.35,1.29,5,2106,2838.00,
531198,DHANADACOL  ,XT,Q,2.35,2.57,2.34,2.57,2.57,2.45,27,5357,13567.00,
531199,GLANCE FIN. ,X ,Q,33.25,33.25,33.25,33.25,33.25,31.70,7,2115,70323.00,
531201,SHILCHAR TEC,X ,Q,203.35,219.80,203.35,211.00,211.00,203.35,24,664,138164.00,
531203,BRAND REAL  ,XT,Q,40.00,40.00,36.60,36.60,36.60,38.50,2,115,4549.00,
531209,NUCLE.SOFT E,A ,Q,555.15,559.95,543.60,546.50,546.85,557.40,389,4529,2488836.00,
531210,COLINZ LABOR,XT,Q,10.32,10.32,9.82,10.00,10.00,10.32,6,166,1639.00,
531211,WELLNESS    ,P ,Q,5.80,5.80,5.51,5.54,5.51,5.80,4,400,2242.00,
531213,MANAP FIN   ,A ,Q,178.00,179.45,175.00,176.05,176.05,176.20,1618,221499,39336005.00,
531215,RTS POWER CO,X ,Q,47.30,48.90,45.20,47.20,47.00,47.30,60,5681,268286.00,
531216,COMFORT INTE,X ,Q,5.72,5.72,5.71,5.72,5.72,5.45,11,6736,38513.00,
531223,ANJANI SYNT.,X ,Q,19.00,21.45,18.55,20.95,20.95,19.95,9,362,7266.00,
531225,XTGLOBAL    ,X ,Q,27.35,28.50,25.50,26.90,26.90,27.35,216,63357,1707236.00,
531227,DECO-MICA   ,P ,Q,19.45,19.45,19.45,19.45,19.45,18.55,3,1100,21395.00,
531233,RASI ELECTRO,X ,Q,4.14,4.14,3.89,3.89,3.89,4.09,33,27053,105902.00,
531234,VICTORY PAPR,X ,Q,109.75,109.75,108.00,108.05,109.75,106.35,10,332,35913.00,
531235,CITI PORT FN,XT,Q,18.30,18.30,18.30,18.30,18.30,18.30,1,60,1098.00,
531241,LINC PEN &PL,B ,Q,182.00,182.75,178.00,182.75,182.75,186.30,23,707,126698.00,
531246,PRIMA IND.  ,XT,Q,15.50,16.50,15.02,15.02,15.02,15.80,4,200,3246.00,
531253,INDIA GELAT.,X ,Q,104.00,104.20,98.00,99.95,100.00,102.10,90,4370,440517.00,
531254,OPTIFIN     ,XT,Q,31.00,31.00,29.10,29.10,29.10,30.60,5,139,4046.00,
531255,PARAGON FIN.,X ,Q,22.55,23.60,20.30,22.75,23.45,22.55,30,3466,78028.00,
531257,PRATIKSHA CH,X ,Q,5.94,6.54,5.94,5.94,5.94,6.60,9,2697,16557.00,
531260,SUNEDISON   ,XT,Q,117.80,117.80,117.80,117.80,117.80,112.20,30,2064,243139.00,
531266,VST TILLERS ,A ,Q,1876.95,1900.00,1865.60,1874.70,1884.85,1848.30,251,1537,2893907.00,
531268,B2B SOFT.   ,XT,Q,14.10,14.98,13.78,13.78,13.78,14.50,27,5588,77946.00,
531273,RADHE DEVLOP,X ,Q,10.95,10.95,8.80,9.30,9.30,9.49,40,4867,44787.00,
531278,ELIXIR      ,X ,Q,31.95,31.95,28.10,29.15,28.20,29.15,38,3563,102830.00,
531279,TRISHAKTI EL,X ,Q,7.40,7.50,7.40,7.50,7.50,7.43,8,3784,28360.00,
531280,PANKAJ POLY.,X ,Q,3.60,3.60,3.60,3.60,3.60,3.60,3,3459,12452.00,
531281,P.G.IND.LTD.,XT,Q,7.05,7.05,6.43,6.49,6.43,6.76,45,9946,68691.00,
531287,NAT PLASTIC ,X ,Q,31.45,31.45,31.45,31.45,31.45,30.60,1,1,31.00,
531289,NATFIT      ,X ,Q,39.95,39.95,38.05,38.05,38.05,39.00,10,1850,70859.00,
531297,ARTEFACT PR ,X ,Q,34.65,37.00,33.50,36.45,36.50,35.60,168,34145,1220188.00,
531300,AMIT INTNL. ,XT,Q,2.45,2.45,2.28,2.43,2.43,2.39,27,9278,21971.00,
531301,HIGH STREET ,X ,Q,13.00,13.00,13.00,13.00,13.00,13.00,1,1,13.00,
531306,DHP INDIA LT,X ,Q,410.00,449.00,398.00,431.95,430.00,404.55,86,1527,643577.00,
531307,RRIL        ,X ,Q,15.96,15.96,15.96,15.96,15.96,15.65,106,129102,2060467.00,
531310,AVAILABLE FI,X ,Q,12.72,12.72,12.72,12.72,12.72,12.48,3,600,7632.00,
531314,INTEGRA CAP.,X ,Q,17.85,17.85,17.85,17.85,17.85,18.20,5,128,2284.00,
531322,HAVISHA     ,T ,Q,0.89,0.89,0.81,0.87,0.87,0.85,9,2173,1878.00,
531324,ROSELABS FIN,XT,Q,18.05,18.05,18.05,18.05,18.05,19.00,3,807,14566.00,
531334,VIKALP SEC. ,XT,Q,4.93,5.43,4.93,5.43,5.43,5.18,8,154,784.00,
531335,ZYDUS WELL  ,A ,Q,1930.80,1930.80,1892.60,1898.45,1898.45,1899.30,146,818,1558074.00,
531337,JUMPNET     ,B ,Q,12.62,12.62,12.62,12.62,12.62,12.38,18,17337,218792.00,
531340,BERVIN INV. ,XT,Q,10.00,10.00,10.00,10.00,10.00,9.53,1,20,200.00,
531341,GUJ.INVESTA ,X ,Q,3.97,3.97,3.97,3.97,3.97,3.90,2,101,400.00,
531343,INDINFRA    ,X ,Q,2.71,2.71,2.71,2.71,2.71,2.59,1,280,758.00,
531344,CONTAIN.CORP,A ,Q,504.70,554.85,495.85,550.00,550.00,500.55,13126,606919,322868833.00,
531346,EASTERN TRED,X ,Q,47.50,51.20,47.00,50.55,51.00,48.80,41,12202,614580.00,
531349,PANACEA BIOT,A ,Q,214.80,224.70,209.00,217.50,217.50,214.55,1172,48728,10516621.00,
531352,PEETI SECURT,XT,Q,6.70,6.70,6.70,6.70,6.70,6.70,2,70,469.00,
531358,CHOICE INT. ,X ,Q,109.50,113.45,109.00,111.45,111.45,108.70,60,11186,1239216.00,
531359,SHRIRAM ASSE,XT,Q,74.05,74.05,72.00,72.00,72.00,72.60,4,10,732.00,
531364,PARAMONE    ,XT,Q,31.65,31.65,31.65,31.65,31.65,31.65,1,10,316.00,
531370,SPARC SYSTEM,X ,Q,4.00,4.00,3.37,4.00,4.00,3.64,7,602,2386.00,
531373,BYKE HOSP   ,B ,Q,19.20,19.40,18.60,19.15,18.60,19.25,35,5860,112471.00,
531380,CENTENIAL SU,X ,Q,58.00,58.00,56.00,56.00,56.00,58.00,5,17,972.00,
531390,UPSURGE INV.,XT,Q,25.70,25.70,25.65,25.65,25.65,27.00,2,510,13082.00,
531396,WOMEN NETWOR,XT,Q,2.70,2.70,2.70,2.70,2.70,2.65,10,431,1163.00,
531398,SOURCENTRL  ,X ,Q,153.55,186.00,153.55,172.40,180.00,170.00,45,1514,265852.00,
531400,ALMONDZ GLO ,B ,Q,21.40,21.95,21.35,21.75,21.75,21.35,24,402,8758.00,
531402,LWS KNITWEAR,XT,Q,2.45,2.45,2.45,2.45,2.45,2.34,1,149,365.00,
531406,ANS LTD     ,XT,Q,13.49,13.49,12.25,13.49,13.49,12.85,4,576,7739.00,
531409,ALCH CORP   ,X ,Q,6.70,6.70,6.70,6.70,6.70,6.70,3,102,683.00,
531411,TUNI TEXTILE,XT,Q,0.52,0.55,0.51,0.54,0.53,0.53,215,410264,215704.00,
531412,RADIX IND   ,XT,Q,40.00,40.50,40.00,40.25,40.00,40.80,11,791,31891.00,
531416,NARENDRA PRO,X ,Q,6.90,6.90,6.90,6.90,6.90,6.66,1,50,345.00,
531417,MEGA CORPN. ,X ,Q,0.69,0.70,0.65,0.67,0.69,0.68,117,109518,72026.00,
531426,TAMIL.NEWSPR,A ,Q,123.00,124.50,121.00,123.05,123.40,126.40,691,34663,4257699.00,
531429,ADVENT COMP.,XT,Q,1.90,1.90,1.81,1.81,1.81,1.90,4,5510,10019.00,
531431,SHAKTI PUMPS,B ,Q,465.00,509.20,453.20,496.80,496.80,461.85,2901,55994,27159957.00,
531433,SUNGOLD CAP.,XT,Q,1.34,1.34,1.34,1.34,1.34,1.36,4,2911,3900.00,
531437,PWASML      ,X ,Q,25.25,25.25,23.40,23.40,23.40,24.00,12,1079,25363.00,
531439,GOLDSTONE EN,B ,Q,10.71,10.88,10.28,10.40,10.40,10.46,73,9594,102240.00,
531449,GRM OVERSEAS,X ,Q,706.00,725.00,681.20,694.55,700.00,705.20,236,7571,5283940.00,
531453,MOHIT INDUS.,B ,Q,8.40,8.45,7.86,7.86,7.86,8.05,20,7992,66269.00,
531454,POLYLINK POL,X ,Q,11.30,11.84,11.10,11.84,11.80,11.09,90,31053,356856.00,
531456,MINAXI TEXT.,X ,Q,0.55,0.55,0.51,0.52,0.52,0.53,21,27114,14068.00,
531460,CONTI.CONTRL,XT,Q,3.90,3.90,3.90,3.90,3.90,3.90,2,20,78.00,
531471,DUKE OFFSHOR,X ,Q,10.45,10.99,10.13,10.80,10.80,10.66,46,4908,50687.00,
531472,CYBELE IND  ,X ,Q,5.72,5.72,5.72,5.72,5.72,5.45,3,2001,11445.00,
531489,CG-VAK SOFTW,X ,Q,84.55,89.95,84.00,85.65,85.50,86.95,47,3941,339849.00,
531494,NAVKAR BUILD,XT,Q,11.10,11.10,11.10,11.10,11.10,11.32,1,50,555.00,
531496,OMKAR OVERSE,X ,Q,0.75,0.76,0.75,0.76,0.76,0.78,3,705,535.00,
531497,MADHUCON PRJ,B ,Q,5.45,5.58,5.25,5.55,5.58,5.08,128,58069,322283.00,
531499,SYBLY INDS. ,XT,Q,4.72,4.72,4.28,4.29,4.50,4.50,19,13987,59936.00,
531500,RAJESH EXPO.,A ,Q,488.60,489.45,481.00,482.70,484.55,484.20,1904,288735,139283667.00,
531502,ESAAR (I)LTD,X ,Q,3.54,3.54,3.54,3.54,3.54,3.61,28,11360,40214.00,
531506,SHUKR BULL  ,X ,Q,22.00,22.00,22.00,22.00,22.00,22.40,1,1,22.00,
531508,EVEREADY (I),A ,Q,229.20,229.80,224.10,225.10,224.35,229.20,352,15415,3482947.00,
531512,ORIENT TRADE,XT,Q,1.62,1.76,1.62,1.75,1.76,1.70,106,118044,199668.00,
531515,MAHAN IND.  ,X ,Q,0.32,0.32,0.32,0.32,0.32,0.31,2,105,33.00,
531518,VIKASPROP   ,B ,Q,2.60,2.70,2.57,2.69,2.69,2.58,5875,768500,2029240.00,
531525,ACE SOFTWARE,X ,Q,13.75,14.00,13.00,13.00,13.00,13.00,20,3280,43563.00,
531531,HATSUN AGRO ,A ,Q,718.55,723.25,713.35,715.05,714.00,710.85,575,4103,2939805.00,
531539,RISHABH DIGH,X ,Q,20.15,21.85,19.90,21.60,21.60,20.95,31,5491,112261.00,
531540,MARUTI INFRA,X ,Q,22.30,23.50,22.30,23.35,23.35,22.40,18,7870,181711.00,
531541,KOBO        ,Z ,Q,4.05,4.05,3.86,3.86,3.86,3.86,21,15807,61768.00,
531543,JINDAL WORLD,B ,Q,65.70,65.70,60.10,61.20,61.40,63.55,484,80090,5057873.00,
531548,SOMANY CRAM ,A ,Q,427.80,433.80,421.00,425.65,425.25,422.15,924,18230,7786181.00,
531552,RAGHUNATH TO,XT,Q,5.94,5.94,5.83,5.94,5.94,5.94,9,2358,13748.00,
531556,CORAL (I)FIN,B ,Q,20.05,22.90,20.05,22.90,22.90,20.85,183,40442,916150.00,
531560,AROMA ENT   ,Z ,Q,29.25,29.25,29.25,29.25,29.25,30.15,1,500,14625.00,
531574,VAS INFRA   ,XT,Q,4.20,4.60,4.20,4.20,4.20,4.42,9,3654,15350.00,
531578,KMF BUILDERS,X ,Q,4.30,4.74,4.30,4.70,4.74,4.52,3,101,474.00,
531583,RAP MEDIA   ,X ,Q,9.08,9.08,9.08,9.08,9.08,8.65,1,10,90.00,
531585,DEVINE IMPE ,XT,Q,1.85,1.85,1.85,1.85,1.85,1.77,1,1,1.00,
531591,BAMPSL SECUR,XT,Q,2.09,2.09,2.09,2.09,2.09,2.05,14,21265,44443.00,
531592,GENPHARMA   ,X ,Q,9.89,9.89,9.18,9.54,9.50,9.58,411,145193,1362255.00,
531594,INCON ENGG. ,XT,Q,4.39,4.39,4.39,4.39,4.39,4.19,1,10,43.00,
531595,CGCL        ,A ,Q,366.20,366.80,360.70,364.55,362.80,365.10,892,61871,22617389.00,
531599,FDC LIMITED ,A ,Q,287.00,294.00,284.80,288.60,290.00,285.70,1084,37162,10721405.00,
531600,GOGIA CAP   ,XT,Q,45.20,45.20,44.00,44.00,44.00,45.65,3,29,1280.00,
531609,KG PETROCHEM,XT,Q,179.20,180.10,170.30,172.20,171.05,179.20,15,253,44318.00,
531613,MAL         ,XT,Q,0.67,0.72,0.66,0.69,0.69,0.69,7,18028,12834.00,
531621,CENTERAC    ,XT,Q,1.75,1.81,1.75,1.81,1.81,1.78,7,1165,2039.00,
531624,COUNTRY COND,T ,Q,3.61,3.61,3.32,3.61,3.61,3.44,33,12927,45712.00,
531633,LINCOLN PHAR,A ,Q,224.50,224.90,219.35,219.70,219.70,223.15,381,7455,1660689.00,
531635,SILVER OAK  ,XT,Q,18.25,18.25,18.25,18.25,18.25,18.25,3,16,292.00,
531637,PRAVEG      ,X ,Q,67.05,67.05,67.05,67.05,67.05,70.55,73,4080,273564.00,
531638,SURAJ LTD   ,X ,Q,25.55,27.30,25.40,27.30,27.30,26.00,5,1208,31247.00,
531642,MARICOLTD   ,A ,Q,416.20,416.60,410.00,411.80,411.75,416.45,759,40257,16614887.00,
531648,MAHAVIRIND  ,XT,Q,0.60,0.63,0.60,0.61,0.60,0.60,25,15002,9307.00,
531658,TRIJAL IND. ,X ,Q,2.95,2.95,2.68,2.76,2.76,2.82,31,1812,4991.00,
531661,HITTCO TOOLS,X ,Q,3.17,3.17,3.17,3.17,3.17,3.33,4,540,1711.00,
531667,RRMETAL     ,X ,Q,22.00,22.00,22.00,22.00,22.00,21.10,1,2,44.00,
531668,VISION CORPO,X ,Q,0.89,0.94,0.89,0.94,0.94,0.88,13,11498,10584.00,
531687,KARUTURI GLO,Z ,Q,0.30,0.30,0.28,0.30,0.30,0.29,28,243288,72542.00,
531688,PRITHVIEXCH ,X ,Q,19.05,22.95,19.05,19.10,19.10,21.15,15,483,9596.00,
531692,KHYATI MULTI,XT,Q,0.70,0.70,0.65,0.65,0.65,0.67,12,5342,3730.00,
531717,VIDHIING    ,B ,Q,144.00,144.80,137.85,139.15,138.00,140.75,604,29381,4164885.00,
531719,BHAGIRA.CHEM,X ,Q,369.90,373.50,352.05,360.65,355.25,367.05,86,1471,536471.00,
531726,PANCHSHEEL O,X ,Q,100.00,100.00,91.60,94.75,94.75,97.20,15,578,54775.00,
531727,MENON PISTON,X ,Q,21.30,21.95,20.15,20.85,20.35,20.80,186,38774,811938.00,
531737,GREENCREST  ,X ,Q,0.55,0.55,0.53,0.54,0.55,0.54,30,28711,15758.00,
531739,GENNEX LAB  ,X ,Q,4.83,5.29,4.75,5.03,5.06,4.81,638,599967,3048509.00,
531746,PRAJAY ENGS.,B ,Q,8.94,9.21,8.75,9.03,9.21,8.63,60,10183,91172.00,
531752,SUN TECHNO  ,XT,Q,0.19,0.20,0.19,0.20,0.20,0.19,166,308116,60363.00,
531761,APOLLOPIPES ,A ,Q,696.00,704.10,688.60,694.15,693.85,695.95,68,411,287477.00,
531762,UNJHA FORMUL,XT,Q,9.29,9.29,9.29,9.29,9.29,9.00,1,200,1858.00,
531768,POLY MEDICUR,A ,Q,584.90,596.65,570.20,591.75,595.00,581.05,1930,47178,27467050.00,
531784,KCLINFRA    ,XT,Q,1.13,1.13,1.13,1.13,1.13,1.18,17,4776,5396.00,
531795,ATUL AUTO   ,B ,Q,185.00,185.00,180.65,181.40,181.25,186.15,544,19131,3472775.00,
531810,METAL COATIN,X ,Q,26.60,28.00,26.60,28.00,28.00,28.00,5,1901,50568.00,
531812,SGN TELECOMS,XT,Q,0.59,0.59,0.59,0.59,0.59,0.60,25,19240,11351.00,
531813,GANGAPAPERS ,XT,Q,32.00,32.00,32.00,32.00,32.00,30.55,2,100,3200.00,
531814,TIRUPATI SAR,X ,Q,8.49,8.49,7.98,8.27,8.28,8.21,51,6452,52101.00,
531822,RODIUM      ,X ,Q,60.00,66.00,60.00,63.75,66.00,65.60,10,186,11727.00,
531841,INDUSFINL   ,X ,Q,4.79,4.79,4.79,4.79,4.79,4.57,7,1430,6849.00,
531842,LAHOTI OVER.,X ,Q,15.90,16.90,15.90,16.25,16.50,16.30,33,4191,67471.00,
531847,ASIAN STAR  ,B ,Q,839.00,839.00,839.00,839.00,839.00,839.00,1,1,839.00,
531859,ORIENTAL VEN,X ,Q,54.50,54.50,51.20,52.10,52.65,52.40,49,13657,717011.00,
531861,JOINDRE CAPI,X ,Q,17.95,18.30,17.15,17.60,17.60,17.65,58,7289,129775.00,
531862,BHARATAGRI  ,X ,Q,173.80,173.80,162.20,164.55,165.00,164.60,32,1225,199971.00,
531867,UNITECH INTE,X ,Q,4.00,4.00,4.00,4.00,4.00,3.84,1,1,4.00,
531869,SACHETA MET.,XT,Q,19.30,19.30,19.30,19.30,19.30,18.40,122,20949,404315.00,
531878,ANJANI FINL ,X ,Q,3.76,3.76,3.76,3.76,3.76,3.69,2,2000,7520.00,
531879,PIONEER DIS.,B ,Q,112.00,114.50,111.25,112.85,112.85,112.00,58,597,67039.00,
531881,GMETCOAL    ,Z ,Q,13.60,15.00,13.60,15.00,15.00,14.30,19,1468,20545.00,
531882,KWALITYLTD  ,B ,Q,2.69,2.70,2.66,2.67,2.68,2.66,141,124010,332685.00,
531888,REXNORD ELE.,X ,Q,34.00,34.65,33.05,34.40,34.40,34.50,31,1487,50060.00,
531892,KHANDWALA SE,B ,Q,14.70,14.70,14.25,14.50,14.50,14.00,18,2243,32949.00,
531893,SAWACA BUSI ,X ,Q,0.70,0.70,0.70,0.70,0.70,0.73,1,100,70.00,
531900,CCL INTER   ,XT,Q,15.40,15.40,15.40,15.40,15.40,15.40,5,5245,80773.00,
531902,GALLOPENT   ,X ,Q,7.24,7.24,7.24,7.24,7.24,7.62,1,5,36.00,
531909,SWAGRUHA    ,XT,Q,6.18,6.18,5.89,5.89,5.89,5.89,2,90,541.00,
531917,TWINSTAR SOF,Z ,Q,0.76,0.84,0.76,0.84,0.84,0.80,35,28794,23422.00,
531921,AGAR IND COR,T ,Q,145.45,146.00,140.50,144.95,144.50,139.10,55,1978,287790.00,
531923,DHAMPURE SGR,X ,Q,20.05,23.90,20.05,21.00,21.00,21.90,17,2376,50517.00,
531925,SHANTANU SHE,XT,Q,0.79,0.79,0.76,0.76,0.76,0.76,12,4511,3437.00,
531929,INNOCORP L  ,XT,Q,1.38,1.38,1.37,1.37,1.37,1.44,7,751,1029.00,
531950,VERTEX SEC. ,X ,Q,0.77,0.77,0.77,0.77,0.77,0.77,5,3250,2502.00,
531952,RIBA TEXTILS,X ,Q,62.35,62.35,57.95,58.95,58.20,58.80,133,48725,2867029.00,
531962,SHREMETAL   ,XT,Q,24.45,25.65,24.45,25.65,25.65,24.45,2,44,1105.00,
531977,CHARTERLOGIS,X ,Q,3.64,3.64,3.30,3.33,3.30,3.47,50,28065,95245.00,
531978,AMBIKA COTTO,B ,Q,972.35,972.35,936.95,946.20,945.00,968.10,638,4732,4502624.00,
531979,HIND ALUMIN ,X ,Q,42.80,42.90,39.20,39.85,39.35,42.05,42,6348,264559.00,
531982,SPECTR FOOD ,XT,Q,12.72,12.94,11.72,11.80,11.80,12.33,12,1476,18114.00,
531989,DECCAN POLYP,Z ,Q,2.95,2.95,2.95,2.95,2.95,2.85,2,8,23.00,
531991,AMRAWOR AGRI,XT,Q,0.67,0.67,0.67,0.67,0.67,0.67,4,1224,820.00,
531996,ODYSSEY CORP,X ,Q,0.91,0.91,0.90,0.90,0.90,0.90,4,1272,1145.00,
532005,SAM INDUS.  ,X ,Q,11.41,11.41,11.41,11.41,11.41,10.87,6,837,9550.00,
532011,POOJA ENT   ,XT,Q,68.20,68.20,68.20,68.20,68.20,66.90,16,761,51900.00,
532015,GRAVITY (I) ,XT,Q,1.43,1.56,1.43,1.56,1.56,1.49,14,7848,12102.00,
532022,FILAT FASH  ,XT,Q,2.08,2.09,2.08,2.09,2.09,2.14,6,5771,12051.00,
532029,SINDHU TRADE,XT,Q,59.85,66.15,59.85,66.15,66.15,63.00,4,12,726.00,
532033,JAIN STUDIOS,Z ,Q,2.53,2.53,2.49,2.49,2.49,2.53,4,104,263.00,
532035,UNISTAR MULT,XT,Q,2.78,2.91,2.78,2.89,2.91,2.78,11,61751,173061.00,
