SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1435.00,1485.30,1429.10,1475.15,1476.00,1421.00,1218,17223,24950530.00,
500003,AEGIS LOGIS ,A ,Q,304.00,306.85,295.25,296.15,295.25,302.45,574,11074,3335627.00,
500008,AMAR RAJA BA,A ,Q,996.00,999.95,966.30,990.05,990.05,983.10,1111,42521,41757960.00,
500009,A.SARABHAI  ,X ,Q,21.80,21.80,20.80,21.35,21.35,21.20,157,46839,993053.00,
500010,HDFC        ,A ,Q,2754.00,2808.75,2737.00,2790.35,2790.35,2758.65,6218,104005,289840680.00,
500012,ANDHRA PETRO,X ,Q,51.50,53.00,50.90,51.40,51.40,51.50,415,77582,4044719.00,
500013,ANSAL INFRAS,B ,Q,7.46,7.46,7.10,7.46,7.46,7.11,145,190808,1422799.00,
500014,UTIQUE      ,X ,Q,1.75,1.83,1.75,1.80,1.80,1.75,20,7145,12902.00,
500016,ARUNAHTEL   ,XT,Q,6.00,6.00,6.00,6.00,6.00,6.30,1,157,942.00,
500020,BOM DYEING  ,A ,Q,73.30,73.85,72.00,72.40,72.40,73.20,654,109788,8007150.00,
500023,ASIANHOTNR  ,B ,Q,71.00,72.00,69.95,72.00,72.00,71.30,66,608,43469.00,
500027,ATUL LTD.   ,A ,Q,6529.95,6877.45,6527.45,6854.65,6854.65,6515.15,1561,5411,36648005.00,
500028,ATV PROJECTS,XT,Q,4.81,5.05,4.81,4.92,4.83,4.94,42,8426,41555.00,
500029,AUTOLITE(I) ,Z ,Q,29.75,29.75,27.70,29.60,29.60,28.35,4,130,3835.00,
500031,BAJAJ ELECT.,A ,Q,1050.00,1078.60,1050.00,1069.25,1069.25,1055.70,3391,50078,53233656.00,
500032,BAJAJHIND   ,A ,Q,6.38,6.40,6.15,6.24,6.24,6.40,662,561090,3526387.00,
500033,FORCE MOTR  ,A ,Q,1405.00,1423.00,1397.00,1405.35,1405.35,1410.50,269,2090,2946967.00,
500034,BAJFINANCE  ,A ,Q,5570.00,5616.00,5533.15,5576.50,5576.50,5566.35,4236,56516,314803797.00,
500038,BALRAM.CHINI,A ,Q,160.00,162.30,157.10,158.30,158.60,158.95,427,33012,5267018.00,
500039,BANCO PROD. ,B ,Q,159.80,162.10,156.00,157.10,156.00,157.60,678,29492,4694343.00,
500040,CENTURY TEXT,A ,Q,456.00,465.90,455.80,459.40,458.75,455.45,410,15015,6914587.00,
500041,BANNARI AMAN,A ,Q,1595.00,1595.00,1570.00,1573.00,1570.00,1628.65,18,30,47454.00,
500042,BASF INDIA  ,A ,Q,1920.05,2045.00,1883.00,1981.65,1963.35,1925.50,3582,20780,40876503.00,
500043,BATA INDIA  ,A ,Q,1532.05,1567.95,1523.05,1527.20,1527.20,1531.50,5274,90684,140406460.00,
500048,BEML LTD    ,A ,Q,970.00,987.95,965.45,972.50,972.00,967.70,844,33689,32921385.00,
500049,BHARAT ELECT,A ,Q,136.70,137.00,134.20,136.25,136.25,135.35,2477,462487,62762511.00,
500052,BHANSALI ENG,A ,Q,142.00,142.00,137.20,138.60,138.60,139.05,2417,231408,32189309.00,
500055,TATASTLBSL  ,B ,Q,44.40,44.40,42.85,42.95,42.95,44.15,1615,404050,17493561.00,
500060,BIRLACABLE  ,B ,Q,65.50,67.10,62.35,63.30,63.30,64.95,359,27420,1761699.00,
500067,BLUE STAR   ,A ,Q,834.00,834.00,811.85,813.75,813.00,826.15,329,2662,2180276.00,
500068,DISA INDIA  ,X ,Q,4056.00,4300.00,4056.00,4239.75,4200.00,3999.25,347,4144,17378240.00,
500069,BNK CAPITAL ,X ,Q,110.00,112.70,110.00,112.50,112.50,110.60,61,8994,1000980.00,
500074,BPL LTD.    ,B ,Q,21.60,21.95,21.15,21.40,21.45,21.70,155,14103,303498.00,
500078,OAL         ,B ,Q,601.00,645.35,601.00,628.40,631.90,594.30,763,8732,5491740.00,
500083,CENTURY EXT ,B ,Q,5.00,5.00,4.65,4.71,4.71,4.76,100,15294,71925.00,
500084,CESC LTD.   ,A ,Q,625.65,625.85,619.00,621.10,620.00,620.65,345,8226,5116224.00,
500085,CHAMBAL FERT,A ,Q,246.85,248.95,239.25,241.95,241.95,242.85,2226,101785,24839739.00,
500086,EXIDE IND.  ,A ,Q,212.35,214.15,209.95,211.50,211.50,212.35,3633,209752,44475615.00,
500087,CIPLA LTD.  ,A ,Q,859.80,864.15,845.50,849.30,850.55,859.80,2556,142279,121517259.00,
500089,DIC INDIA   ,B ,Q,395.70,399.90,394.60,398.45,395.00,398.50,143,4026,1597887.00,
500092,CRISIL LTD  ,A ,Q,1939.55,1982.05,1925.30,1946.15,1946.15,1900.20,699,4518,8826161.00,
500093,CGPOWER     ,B ,Q,46.20,46.75,44.50,44.70,44.70,45.80,528,201335,9130040.00,
500096,DABUR (I)   ,A ,Q,542.00,544.50,532.00,534.05,534.05,535.75,2089,103258,55561509.00,
500097,DALMIASUG   ,A ,Q,140.05,142.70,140.05,141.95,141.95,141.10,222,9876,1401469.00,
500101,ARVIND Ltd  ,A ,Q,66.50,73.50,66.50,71.95,71.95,66.20,3804,968656,66567852.00,
500102,BALARPUR IND,Z ,Q,1.32,1.32,1.26,1.28,1.28,1.28,265,1027743,1313744.00,
500103,BHEL        ,A ,Q,39.10,39.45,38.60,38.80,38.80,38.75,2941,2002251,78129550.00,
500104,HIND.PETRO  ,A ,Q,228.00,229.20,222.20,223.70,223.70,227.25,3079,336442,75859984.00,
500106,IFCI LTD    ,A ,Q,9.20,9.26,8.94,9.01,9.01,9.03,26246,897825,8169511.00,
500108,MAHA.TELE   ,B ,Q,13.00,13.13,12.83,12.86,12.86,12.97,4655,193498,2504958.00,
500109,MRPL        ,A ,Q,35.50,35.50,34.70,34.85,34.90,35.20,294,61383,2155908.00,
500110,CHENNAI PET.,A ,Q,96.65,97.20,95.00,95.30,95.00,96.50,291,37806,3619730.00,
500111,REL.CAP.    ,B ,Q,10.25,10.31,9.91,10.09,10.09,10.10,785,487164,4902630.00,
500112,STATE BANK  ,A ,Q,390.90,399.35,385.60,393.20,393.20,390.15,23901,2893519,1135043740.00,
500113,STEEL AUTH. ,A ,Q,66.95,67.20,64.40,64.80,64.80,66.90,3211,1572661,103127995.00,
500114,TITAN       ,A ,Q,1530.55,1535.00,1491.00,1494.35,1494.35,1524.15,5958,158876,239800138.00,
500116,IDBI BANK L ,A ,Q,29.70,29.85,28.80,29.00,29.00,29.65,1430,944507,27586283.00,
500117,DCW LTD.    ,B ,Q,21.25,21.25,20.45,20.70,20.70,21.25,184,68942,1440405.00,
500119,DHAMPUR SUGA,A ,Q,166.90,167.40,165.00,166.00,166.00,167.15,298,11994,1994271.00,
500120,DIAMINES&CHM,X ,Q,314.00,325.00,308.50,318.45,318.45,310.70,723,135348,42047443.00,
500123,ELANTAS     ,A ,Q,3001.10,3001.10,2911.00,2954.70,2970.00,2998.25,96,1586,4677398.00,
500124,DR.REDDY'S  ,A ,Q,4832.95,4857.45,4785.00,4795.30,4802.85,4824.90,1204,11897,57269970.00,
500125,E.I.D.PAR   ,A ,Q,328.00,330.65,316.30,318.45,318.45,328.60,1382,43762,14104759.00,
500126,PGHL        ,A ,Q,7400.00,7460.00,7351.10,7372.95,7369.00,7413.20,406,974,7221357.00,
500128,ELEC.CASTING,B ,Q,22.60,23.10,22.50,22.65,22.65,22.30,286,92491,2110386.00,
500133,ESAB INDIA  ,A ,Q,1876.30,1899.95,1860.85,1862.80,1869.20,1861.95,175,587,1102669.00,
500135,EPL         ,A ,Q,222.10,226.60,215.35,220.05,220.25,220.95,3527,126412,28034061.00,
500136,ESTER INDUS.,B ,Q,109.60,109.60,105.65,106.10,106.10,107.60,1100,100752,10750538.00,
500143,P.H.CAPITAL ,X ,Q,19.60,19.60,19.60,19.60,19.60,18.70,1,10,196.00,
500144,FINOL. CABLE,A ,Q,381.00,409.75,377.00,394.20,394.20,375.00,2958,99803,39099542.00,
500147,COCKERILL   ,X ,Q,829.00,850.00,810.50,832.40,821.20,825.00,54,1609,1352110.00,
500148,UFLEX LTD   ,A ,Q,365.00,366.00,352.05,353.20,353.20,362.55,770,28469,10141404.00,
500150,FOSECO INDIA,B ,Q,1280.00,1280.00,1268.25,1272.75,1274.00,1283.90,67,189,240940.00,
500151,GOLDEN TOB  ,B ,Q,45.50,46.90,43.05,44.40,44.40,45.95,43,628,28653.00,
500153,GANESH BENZO,X ,Q,62.85,64.35,62.50,63.75,63.75,61.85,553,92438,5899758.00,
500159,METROGLOBL  ,X ,Q,57.70,57.70,52.00,54.40,54.70,56.85,40,4508,244356.00,
500160,GTL LTD.    ,B ,Q,7.35,7.40,7.14,7.40,7.40,7.05,1713,307681,2268641.00,
500163,GODFREY PH  ,A ,Q,938.00,938.00,921.00,922.90,923.40,928.25,801,18372,17109610.00,
500164,GODREJ IND  ,A ,Q,462.35,462.35,434.60,449.60,449.60,448.70,452,16565,7405680.00,
500165,KANSAI NERO ,A ,Q,579.50,584.40,570.25,574.90,577.50,579.85,749,14425,8286608.00,
500166,GOODRICKE   ,X ,Q,233.00,235.75,230.00,230.25,230.05,232.25,263,9555,2212715.00,
500168,GOODYEAR (I),A ,Q,1016.00,1016.00,984.65,997.10,993.50,999.35,723,7128,7153111.00,
500170,GTN INDUS   ,B ,Q,11.24,11.74,11.24,11.74,11.74,11.83,4,211,2374.00,
500171,GHCL LTD    ,A ,Q,214.90,215.00,202.70,207.25,207.30,208.35,294,9461,1970144.00,
500173,GFLLIMITED  ,A ,Q,92.00,92.00,89.50,90.10,90.00,87.50,396,8744,793161.00,
500174,GUJ.LEASE   ,B ,Q,2.37,2.60,2.37,2.51,2.59,2.50,38,15540,39520.00,
500179,HCL INFOSYS ,B ,Q,9.36,9.36,8.56,8.66,8.60,8.92,311,189494,1677598.00,
500180,HDFC BANK   ,A ,Q,1572.40,1592.30,1572.40,1582.30,1582.30,1572.40,7950,192602,305195059.00,
500182,HEROMOTOCO  ,A ,Q,3545.00,3579.00,3504.00,3516.05,3516.05,3541.15,1510,17160,60826882.00,
500183,HFCL        ,A ,Q,28.00,28.35,27.65,28.00,27.90,28.10,1586,1030205,28812690.00,
500184,HSCL        ,A ,Q,44.95,46.70,44.85,45.45,46.00,44.95,1140,262446,11981837.00,
500185,HIND.CONSTN.,A ,Q,8.64,8.70,8.49,8.54,8.54,8.61,383,292015,2509312.00,
500186,HIND.OIL EXP,A ,Q,84.90,85.10,82.80,83.10,82.80,84.40,226,15854,1334851.00,
500187,HSIL        ,B ,Q,185.00,200.00,182.05,194.40,194.40,184.95,2559,135031,26205633.00,
500188,HINDUS.ZI   ,A ,Q,297.90,302.75,295.05,300.30,299.00,296.95,1534,56901,17070807.00,
500189,NXTDIGITAL  ,B ,Q,514.25,518.60,508.80,511.10,511.10,524.20,103,320,163541.00,
500191,HMT LTD.    ,Z ,Q,24.15,26.00,24.15,24.20,24.15,25.40,74,8442,207753.00,
500192,PRAG BOSIMI ,XT,Q,1.95,1.95,1.81,1.85,1.85,1.86,8,1634,3028.00,
500193,HLVLTD      ,B ,Q,5.90,6.05,5.89,6.05,6.05,5.78,101,44121,263470.00,
500199,I.G.PETRO   ,B ,Q,448.10,461.00,436.00,438.75,438.75,453.70,337,3995,1773941.00,
500201,IND.GLYCOLS ,A ,Q,451.00,461.50,440.20,449.75,449.75,442.25,1340,35590,16039882.00,
500202,IND.LEAS.DEV,X ,Q,11.34,11.34,11.34,11.34,11.34,10.80,1,1,11.00,
500206,MARGO FIN   ,X ,Q,7.20,7.30,7.20,7.30,7.30,7.20,4,500,3626.00,
500207,INDO RAMA   ,B ,Q,33.00,33.00,31.10,31.60,31.10,32.50,137,15729,502931.00,
500209,INFOSYS LTD ,A ,Q,1302.10,1323.35,1302.10,1309.60,1309.60,1292.00,7212,233667,306876266.00,
500210,INGERSOLL   ,A ,Q,776.90,911.15,760.00,847.95,847.95,759.30,7755,100441,86775782.00,
500211,INSILCO LTD.,X ,Q,8.05,8.49,7.85,8.22,8.37,8.27,76,12361,100664.00,
500212,INTEG.FIN.SE,XT,Q,27.55,27.55,27.55,27.55,27.55,29.00,3,200,5510.00,
500213,INTER.TRAVEL,X ,Q,55.55,57.95,55.05,56.50,56.40,56.45,52,2540,141823.00,
500214,ION EXCHANGE,A ,Q,1197.80,1282.25,1180.05,1200.15,1200.15,1182.10,3643,130193,159838676.00,
500215,AGRO TECH FO,A ,Q,836.85,845.00,826.10,838.25,844.45,832.25,162,570,475755.00,
500219,JAIN IRRIG  ,A ,Q,20.75,20.75,20.05,20.25,20.25,20.25,258,114423,2314478.00,
500220,JASCH INDUST,X ,Q,50.00,50.00,48.55,48.65,48.55,49.80,27,4750,232587.00,
500223,JCT LTD     ,X ,Q,0.94,0.94,0.89,0.93,0.93,0.92,370,1304734,1191677.00,
500227,JINDAL POLYF,A ,Q,530.00,530.00,503.00,512.75,517.20,519.00,917,19656,10100137.00,
500228,JSWSL       ,A ,Q,404.75,410.90,402.75,404.20,402.75,408.85,4536,587446,238805421.00,
500231,UMANG DAIR  ,B ,Q,60.00,60.70,59.35,59.70,59.70,60.50,150,8272,496137.00,
500233,KAJARIA CER.,A ,Q,959.00,974.75,950.90,964.15,959.95,949.80,925,17634,16953792.00,
500234,KAKATIYA CEM,B ,Q,165.95,176.00,161.80,162.50,162.50,166.45,283,3902,647210.00,
500235,KALYANI STEL,A ,Q,292.65,300.70,288.90,294.45,294.45,291.20,893,21046,6225647.00,
500236,KANELIND    ,XT,Q,1.13,1.13,1.13,1.13,1.13,1.11,6,5855,6616.00,
500238,WHIRLPOOL   ,A ,Q,2480.00,2518.60,2441.00,2481.70,2490.25,2464.90,1429,12456,30911096.00,
500239,KG DENIM    ,X ,Q,29.20,29.20,28.00,28.30,28.30,29.20,35,6945,196095.00,
500240,KINETIC ENG.,XT,Q,37.00,37.25,35.55,37.25,37.25,35.50,94,14513,539685.00,
500241,KIRL.BROS.  ,B ,Q,162.25,162.25,156.15,157.85,157.85,162.00,388,17467,2761963.00,
500243,KIRL INDUS  ,B ,Q,995.25,1037.00,977.60,1033.75,1037.00,992.65,363,3760,3791034.00,
500245,KIRL.FERROUS,B ,Q,157.90,166.25,157.90,162.80,162.80,158.60,2855,94165,15365218.00,
500246,ENVAIN ELECT,XT,Q,34.70,34.80,34.70,34.80,34.80,36.50,6,451,15659.00,
500247,KOTAK MAH.BK,A ,Q,1966.00,1974.55,1945.60,1951.45,1951.45,1961.30,4468,86860,169852641.00,
500248,KRIFILIND   ,XT,Q,3.80,3.85,3.80,3.80,3.80,4.00,3,130,494.00,
500249,KSB         ,A ,Q,663.45,670.50,660.00,663.00,665.25,663.00,372,2109,1400171.00,
500250,L.G.BALKRISH,A ,Q,333.60,336.45,332.20,333.85,334.60,332.85,115,3394,1133693.00,
500251,TRENT LTD.  ,A ,Q,689.45,695.00,682.00,686.80,682.00,692.00,626,19084,13114562.00,
500252,LAXMIMACH   ,A ,Q,6323.15,6340.00,6155.00,6183.30,6229.95,6274.00,421,1080,6727942.00,
500253,LIC HOUS.FIN,A ,Q,439.60,445.75,434.25,442.50,442.50,434.35,2527,153137,67621253.00,
500257,LUPIN LTD.  ,A ,Q,1068.00,1068.00,1048.05,1052.45,1052.45,1058.35,1885,61438,64881500.00,
500259,LYKA LABS   ,T ,Q,31.50,32.80,30.50,31.00,31.55,31.45,29,5640,177263.00,
500260,RAMCOCEM    ,A ,Q,944.90,964.00,935.60,956.10,960.00,941.50,1389,57097,54495406.00,
500264,MAFATLAL IND,X ,Q,100.00,100.00,89.00,90.30,90.30,97.65,114,6216,576746.00,
500265,MAH.SEAMLESS,A ,Q,290.35,292.00,286.00,286.65,286.00,290.60,207,3547,1024679.00,
500266,MAH.SCOOTER ,A ,Q,3899.80,3923.00,3832.35,3846.65,3851.90,3899.65,131,337,1310213.00,
500267,MAJESTIC AUT,X ,Q,112.20,115.90,109.10,109.95,110.00,112.50,46,2460,274603.00,
500268,MANALI PETRO,B ,Q,49.95,51.75,49.05,49.95,49.95,49.35,1705,383412,19321088.00,
500271,MFSL        ,A ,Q,818.80,825.00,804.00,809.45,808.40,818.10,2278,83717,68071313.00,
500277,MID INDIA IN,XT,Q,1.50,1.50,1.50,1.50,1.50,1.43,2,150,225.00,
500279,MIRC ELECT  ,B ,Q,14.53,14.53,14.00,14.53,14.53,13.84,601,773400,11223719.00,
500280,CENTURY ENKA,B ,Q,248.75,256.00,243.10,251.70,251.70,247.40,191,4555,1152363.00,
500284,LORDS CHLORO,XT,Q,31.45,34.20,31.45,31.80,34.15,32.60,20,1554,52079.00,
500285,SPICEJET LTD,A ,Q,93.20,94.00,89.85,90.65,90.65,87.70,6508,974882,89166809.00,
500288,MOREPEN LAB.,A ,Q,30.90,31.65,29.60,30.00,30.00,30.65,1234,491440,15079614.00,
500290,MRF LTD.    ,A ,Q,91990.00,93482.55,90076.65,91213.15,91213.15,90076.80,3987,5157,472077203.00,
500292,HEIDEL CEM  ,A ,Q,233.00,233.00,227.70,229.90,229.90,228.30,622,19564,4500260.00,
500294,NCC         ,A ,Q,89.10,90.00,83.20,84.25,84.25,90.25,17003,1298240,111920178.00,
500295,VEDL        ,A ,Q,186.60,187.45,180.95,182.35,182.35,187.80,4626,682425,125797867.00,
500296,NAHAR SPG.  ,B ,Q,78.05,82.00,78.00,79.25,79.75,79.60,34,4615,365623.00,
500298,NAT.PEROXIDE,A ,Q,1947.35,1957.80,1913.00,1915.00,1915.00,1947.35,897,7422,14276276.00,
500300,GRASIM IND. ,A ,Q,1247.80,1255.00,1221.80,1242.35,1242.35,1235.10,5032,181460,225428726.00,
500302,PEL         ,A ,Q,1640.00,1749.95,1626.35,1731.25,1731.25,1633.25,16224,273614,469448973.00,
500304,NIIT LTD.   ,A ,Q,192.00,194.55,192.00,192.75,192.75,193.55,205,12438,2400231.00,
500306,JAYKAY      ,XT,Q,21.05,21.05,21.05,21.05,21.05,20.65,49,127737,2688863.00,
500307,NIRLON      ,A ,Q,287.00,289.70,281.00,284.95,284.00,284.90,53,1572,447956.00,
500312,ONGC CORPN  ,A ,Q,99.00,99.35,96.55,97.00,97.00,99.45,4717,1177955,115019944.00,
500313,OIL COUNTRY ,T ,Q,5.51,5.51,5.30,5.30,5.30,5.51,9,1253,6695.00,
500314,ORIENT HOTEL,B ,Q,24.15,24.15,21.50,23.70,23.75,24.00,301,19504,450426.00,
500317,OSWAL AGRO. ,B ,Q,10.60,10.75,10.52,10.60,10.60,10.59,41,9522,100957.00,
500319,INDIAN SUCRO,X ,Q,25.05,25.05,24.00,24.10,24.00,24.25,32,2957,73332.00,
500325,RELIANCE    ,A ,Q,2059.70,2077.50,2015.55,2041.25,2041.25,2055.55,27971,640628,1313933137.00,
500327,PILITA      ,B ,Q,12.87,13.10,12.65,12.91,12.91,12.85,47,18482,237491.00,
500330,RAYMOND     ,A ,Q,340.00,340.45,332.75,333.90,333.90,337.95,474,17531,5894246.00,
500331,PIDILITE    ,A ,Q,1778.55,1788.80,1752.00,1761.20,1765.95,1771.85,1358,16806,29708528.00,
500333,PIX TRANS   ,X ,Q,380.00,386.00,365.05,382.45,382.45,378.70,302,15044,5700193.00,
500335,BIRLA CORPN.,A ,Q,830.00,849.95,818.50,824.90,822.00,831.65,1129,19256,16108267.00,
500336,SURYA ROSHNI,A ,Q,353.00,354.65,342.00,345.60,348.85,349.25,652,17662,6154482.00,
500337,PRIME SECUR.,B ,Q,41.45,44.15,41.05,43.35,43.35,41.60,418,2992098,124525576.00,
500338,PRSMJOHNSN  ,A ,Q,112.70,118.45,110.65,116.00,115.40,112.45,1223,92424,10662987.00,
500339,RAIN        ,A ,Q,137.40,138.25,134.70,135.65,135.15,136.10,698,67263,9180475.00,
500343,AMJLAND     ,B ,Q,25.00,25.85,25.00,25.10,25.10,25.20,11,3084,78135.00,
500346,PUN.COMMUNI.,B ,Q,22.65,22.65,20.75,21.90,22.65,22.20,22,694,14659.00,
500350,RSWM  LTD   ,B ,Q,171.50,171.90,165.00,170.35,170.70,156.30,1174,38813,6626467.00,
500354,RAJSH.SUGAR ,B ,Q,15.40,15.70,15.40,15.70,15.70,15.50,18,1425,22210.00,
500355,RALLIS INDIA,A ,Q,270.00,270.00,264.00,264.95,265.50,264.80,747,28923,7685894.00,
500356,RAMANEWS    ,B ,Q,14.49,14.71,14.26,14.31,14.34,14.56,74,10383,150549.00,
500357,RAMA PAPER  ,XT,Q,12.96,13.45,12.96,13.45,13.45,13.22,12,22963,298837.00,
500358,RAMA PETRO  ,X ,Q,2.47,2.47,2.47,2.47,2.47,2.36,3,400,988.00,
500365,WELSPLSOL   ,X ,Q,10.02,10.18,8.75,9.13,9.13,10.13,292,216691,2046202.00,
500366,ROLTA (I)   ,B ,Q,4.18,4.19,3.95,4.08,4.10,4.15,3543,156419,642399.00,
500367,RUBFILA INT.,X ,Q,62.90,62.90,61.00,61.45,62.45,61.75,173,35349,2177984.00,
500368,RUCHI SOYA  ,B ,Q,705.45,720.00,693.00,698.90,699.25,705.45,646,5730,4012051.00,
500370,SALORA INT. ,XT,Q,26.80,29.00,26.80,26.80,26.80,28.20,19,1424,38350.00,
500378,JINDAL SAW  ,A ,Q,72.30,73.00,71.75,72.00,72.00,72.10,409,57927,4192998.00,
500380,JK LAKSHMI  ,A ,Q,375.00,382.25,372.45,375.75,375.75,371.50,905,36195,13693707.00,
500387,SHREE CEMENT,A ,Q,28499.95,28499.95,27816.10,27983.00,28090.00,28317.75,508,1159,32671294.00,
500390,REL INFRA   ,A ,Q,31.85,33.35,31.40,32.85,32.90,31.80,963,231469,7519032.00,
500400,TATA POWER  ,A ,Q,87.80,88.40,86.05,87.30,87.30,87.75,3388,1018307,88876442.00,
500402,SPMLINFRA   ,B ,Q,16.41,16.41,14.50,14.52,14.50,14.92,12,2282,33527.00,
500403,SUNDARAM FAS,A ,Q,621.40,625.00,615.05,620.55,623.50,617.65,187,3187,1976119.00,
500404,SUNFLAG IRON,A ,Q,63.00,64.00,61.50,62.90,62.60,63.50,460,42111,2641129.00,
500405,SUPREME PET ,A ,Q,382.00,395.00,380.10,382.05,382.05,379.55,621,15795,6143629.00,
500407,SWARAJ ENGIN,A ,Q,1292.40,1295.00,1276.25,1279.85,1279.95,1268.60,59,173,222031.00,
500408,TATA ELXSI  ,A ,Q,2850.00,2878.55,2810.00,2835.70,2836.00,2833.15,2581,28032,79841258.00,
500410,ACC LTD     ,A ,Q,1750.00,1812.35,1742.40,1766.45,1766.45,1776.25,7049,149764,265696355.00,
500411,THERMAX     ,A ,Q,1150.85,1160.00,1135.25,1138.40,1139.60,1150.40,287,10043,11541338.00,
500412,THIRUMALAI  ,A ,Q,100.90,101.00,98.20,99.15,99.30,98.70,960,106518,10598948.00,
500413,THOMAS COOK ,A ,Q,48.50,49.30,46.40,47.45,47.60,47.05,1379,157298,7533211.00,
500414,TIMEX GROUP ,X ,Q,33.45,33.45,31.00,31.05,31.40,32.20,100,50128,1586161.00,
500418,TOKYO PLAST ,B ,Q,68.25,70.60,68.25,70.20,70.45,71.50,72,1533,107089.00,
500420,TORRENT PHAR,A ,Q,2614.00,2632.00,2595.80,2602.15,2602.40,2609.75,1733,21875,57156833.00,
500422,TRANSCHEM   ,X ,Q,22.45,22.45,17.15,19.35,19.35,19.90,54,9750,184519.00,
500425,AMBUJA CEME ,A ,Q,276.05,284.95,274.30,277.40,277.40,277.00,7656,686540,192770994.00,
500426,UTLINDS     ,XT,Q,16.00,16.10,15.04,15.96,16.10,15.83,19,2266,36051.00,
500429,UNIPHOS ENT.,B ,Q,82.10,82.10,79.50,79.50,79.50,82.10,40,1626,130839.00,
500439,VARD HOLDNG ,B ,Q,1362.00,1363.00,1345.00,1345.00,1345.00,1357.00,4,9,12208.00,
500440,HINDALCO    ,A ,Q,296.55,297.40,286.50,290.70,290.70,295.50,5642,635628,185500324.00,
500444,WEST COAS PA,A ,Q,190.00,194.60,186.95,190.45,189.95,190.25,824,28655,5497908.00,
500449,HIND.ORG.CHM,T ,Q,23.50,24.20,22.70,23.35,23.60,23.60,240,35885,838057.00,
500456,PAS.ACRYLON ,X ,Q,13.19,15.30,13.00,14.74,14.80,13.19,460,205538,3014375.00,
500458,KORE        ,XT,Q,2.26,2.26,2.26,2.26,2.26,2.26,6,155,350.00,
500459,PROCTER &GAM,A ,Q,12900.00,13600.00,12900.00,13413.45,13411.00,13027.40,438,861,11435972.00,
500460,MUKAND LTD. ,B ,Q,65.60,66.55,64.50,66.30,66.45,65.65,320,21647,1428040.00,
500463,AGCNET      ,B ,Q,898.00,920.00,868.15,911.60,910.75,905.35,184,1626,1461511.00,
500464,UCAL FUEL   ,B ,Q,128.60,136.70,128.00,132.40,132.85,127.50,437,8121,1091811.00,
500467,HARR.MALAYAL,B ,Q,120.60,124.00,118.90,119.65,119.65,115.00,669,31560,3810978.00,
500469,FEDERAL BANK,A ,Q,83.90,84.15,82.80,83.10,83.10,83.45,2968,873617,72898678.00,
500470,TATA STEEL  ,A ,Q,694.25,697.85,678.30,680.45,680.45,694.50,7072,458855,315225997.00,
500472,SKF INDIA   ,A ,Q,2360.00,2377.80,2270.00,2317.00,2324.50,2376.05,1128,5643,13085535.00,
500477,ASHOK LEYL. ,A ,Q,124.10,133.00,124.10,128.25,128.25,135.00,19561,3742116,482747140.00,
500480,CUMMINS (I) ,A ,Q,774.80,778.30,750.25,753.85,753.85,773.90,1641,47509,36307703.00,
500483,TATA COMM   ,A ,Q,1047.00,1047.00,1003.90,1014.60,1014.60,1030.20,690,5418,5541002.00,
500488,ABBOTT (I)  ,A ,Q,14438.00,14478.65,14380.40,14450.20,14447.00,14427.60,174,513,7405843.00,
500490,BAJ HOLD INV,A ,Q,3540.00,3586.00,3533.25,3544.00,3542.75,3546.35,2172,11226,39813313.00,
500493,BHARAT FORGE,A ,Q,648.00,653.80,623.75,638.40,638.40,648.15,8443,247051,158260171.00,
500495,ESCORTS LTD.,A ,Q,1440.00,1440.00,1408.70,1423.75,1424.65,1424.90,2397,49282,70200315.00,
500500,HIND.MOTORS ,B ,Q,6.95,6.95,6.65,6.71,6.70,6.90,3333,26723,180890.00,
500510,LARSEN & TOU,A ,Q,1531.15,1544.00,1516.10,1521.15,1521.15,1530.65,6727,113043,172929359.00,
500520,MAH & MAH   ,A ,Q,918.65,918.65,905.25,908.75,908.75,914.10,2222,102328,93234839.00,
500530,BOSCH LTD   ,A ,Q,16330.00,16330.00,15530.00,15619.95,15619.95,16225.05,1982,5224,82442060.00,
500540,PREMIER LTD ,T ,Q,4.00,4.14,3.79,4.00,4.00,3.98,29,32501,129715.00,
500547,BHARAT PET. ,A ,Q,423.90,425.75,415.00,418.35,418.35,421.95,2709,584429,245922047.00,
500550,SIEMENS LTD.,A ,Q,1858.20,1886.90,1830.00,1846.75,1846.75,1844.45,1373,19395,36134393.00,
500570,TATA MOTORS ,A ,Q,326.55,330.40,321.35,325.25,325.25,324.90,21977,3578496,1167746963.00,
500575,VOLTAS LTD  ,A ,Q,1103.00,1131.20,1060.55,1079.10,1079.10,1101.05,7613,276594,301928943.00,
500620,GREAT EASTE ,A ,Q,256.95,262.00,255.65,257.05,257.35,255.60,377,14209,3681229.00,
500645,DEEPAK FERT.,A ,Q,162.10,162.80,158.00,158.30,158.05,161.55,443,31147,4975381.00,
500650,EXCEL INDUST,A ,Q,864.75,866.50,844.00,858.80,861.90,855.40,179,1239,1062716.00,
500655,GARWARE POLY,X ,Q,649.90,706.25,635.10,697.05,697.05,626.10,2150,288457,194747148.00,
